Date,Open,High,Low,Close,Adj Close,Volume
2010-06-29,19.471878445360673,25.62089269126404,17.975619337026558,24.48332403093621,24.48332403093621,18766300
2010-07-01,25.833159587473155,26.78381986029217,20.94552579352323,22.691846348310033,22.691846348310033,8218800
2010-07-02,24.785359541531914,24.893121974321186,20.162350097247934,20.690388173164013,20.690388173164013,5139800
2010-07-06,19.801915688461474,19.801915688461474,15.67321626741726,15.950444077151504,15.950444077151504,6866900
2010-07-07,16.24497851577453,16.472803443436096,14.83840110770137,15.650650033490098,15.650650033490098,6921700
2010-07-08,17.4620908812099,18.955133283391,16.845400983013576,18.890217361465385,18.890217361465385,7711400
2010-07-09,18.312869846765043,18.646209912235168,17.239930469345367,18.125366059938095,18.125366059938095,4050600
2010-07-12,17.592620881993273,17.71023073133079,16.66153416893323,16.710537701104553,16.710537701104553,2202500
2010-07-13,17.93509242820473,19.224273959224707,17.429734299390116,18.708601346816714,18.708601346816714,2680100
2010-07-14,17.604262000292284,19.77290186917434,17.427629637545227,19.468703378879354,19.468703378879354,4195200
2010-07-15,19.57340214987497,21.104720417130967,18.650683159325038,19.524319441489045,19.524319441489045,3739800
2010-07-16,21.065124108952734,21.67570535168424,20.403656855831947,21.00406374587423,21.00406374587423,2621300
2010-07-19,19.440274828118923,20.240809297371865,19.030909236000873,19.931511537322137,19.931511537322137,2486500
2010-07-20,20.09304432169836,20.09304432169836,18.437781169657107,18.667678701941984,18.667678701941984,1825300
2010-07-21,20.21655997259262,20.45140868476214,19.081457863773288,19.78600302174554,19.78600302174554,1252500
2010-07-22,19.603905387070775,20.321121437817265,19.479588894562784,20.082049420901768,20.082049420901768,957800
2010-07-23,21.689866722944753,22.06859286400327,21.556798015033117,21.792225692738782,21.792225692738782,653600
2010-07-26,20.6924095814692,20.6924095814692,19.537483433089076,20.163069833683224,20.163069833683224,922200
2010-07-27,19.601883238066375,19.854992203837675,18.992546838987316,19.264403679597358,19.264403679597358,619700
2010-07-28,22.25719348420037,22.636270873774144,22.213871560818554,22.44131626164256,22.44131626164256,467200
2010-07-30,20.471626250504666,20.714853481043967,19.81288380756714,20.208130084087088,20.208130084087088,426900
2010-08-02,19.239410281352928,19.680508017588327,19.07986395219049,19.633583565166013,19.633583565166013,718100
2010-08-03,20.652066732014053,21.586327877132156,20.47504901716822,21.586327877132156,21.586327877132156,1230500
2010-08-04,22.323469142503534,22.55738145892241,21.204752182981622,21.62172812518893,21.62172812518893,913000
2010-08-05,20.541170048594207,20.5507044315381,19.120260901248045,19.501714416583432,19.501714416583432,796200
2010-08-06,20.729809430758483,20.79168945891,20.131635825293806,20.20382919147058,20.20382919147058,741900
2010-08-09,19.54892755375837,19.627516207240816,19.106867360277782,19.2542201031992,19.2542201031992,812700
2010-08-10,19.619587403526104,19.619587403526104,18.790872006837727,19.00054798517502,19.00054798517502,1281300
2010-08-11,18.375804308771507,18.5626082617011,17.54992452443269,17.599083976882078,17.599083976882078,797600
2010-08-12,19.72357408340542,19.834381793670723,19.269267014388383,19.50196198707289,19.50196198707289,691000
2010-08-13,18.43295337340976,18.70671112059205,17.90571818341124,18.574901309178593,18.574901309178593,634000
2010-08-16,17.73733317459608,18.07381180874045,17.554671339482557,18.054586271092752,18.054586271092752,485800
2010-08-18,18.687886394657156,18.687886394657156,17.743475596764835,17.90564714791806,17.90564714791806,601300
2010-08-19,19.041286464594915,19.770482452695234,18.825607447163826,19.29804597696758,19.29804597696758,579100
2010-08-20,17.10656585836479,17.52849815870869,16.97815195915991,17.519324820094774,17.519324820094774,296000
2010-08-23,18.13120871733941,19.365915537733986,18.045728948635347,19.11897398370003,19.11897398370003,1088100
2010-08-24,19.785345581240016,20.25813722705949,19.477003561030852,19.733956101046957,19.733956101046957,673100
2010-08-25,20.229995709614354,21.095788845412045,19.596487481234174,21.011321222407393,21.011321222407393,503300
2010-08-26,20.43564254572012,20.82606813613952,20.13768798561098,20.291802944684534,20.291802944684534,433800
2010-08-27,20.012030663973704,20.133623762288007,19.758713820125934,19.961368308471524,19.961368308471524,379600
2010-08-30,19.78404650689062,20.276136978783306,19.69366254266543,19.954771772649305,19.954771772649305,732800
2010-08-31,18.572074090983705,18.694881222413102,18.260335309192012,18.402034755460964,18.402034755460964,201100
2010-09-01,19.302119617105774,20.354783579268833,19.28244267139809,20.118672036353754,20.118672036353754,494900
2010-09-02,20.318467513691818,21.186265527960174,20.258617311045462,21.00671990737174,21.00671990737174,487100
2010-09-03,22.44424681877505,22.906680013846756,22.218405225562403,22.63782225458293,22.63782225458293,434600
2010-09-07,21.423167540447956,21.8285539311428,21.308826456591785,21.35040569401081,21.35040569401081,243400
2010-09-08,19.25990187190811,19.530249926252505,19.203967984574398,19.483637421242953,19.483637421242953,288400
2010-09-09,21.827064814029328,21.879032976583456,21.50485680139674,21.525642403403932,21.525642403403932,376200
